video_id,comments
pOpYOLcOQxs,헬. 저래놓고 다른 사람이 점유하면 난리 부르스 쳐버리죠 오지죠 등기부 가져오라면 안가져오고 인상쓰죠
pOpYOLcOQxs,하천법을 어기면서 점용하며 국민이 못들어가게 막아?   저거 고발해야합니다.
pOpYOLcOQxs,이분은 한국 경제의 빛이다
pOpYOLcOQxs,남양주시장이 한거에요 바로잡아주세요
pOpYOLcOQxs,"아니 제발 아무것도 시키지마세요 걍 노세요
뭐라하면 ㅈ까라하고 무시하세요
꼬우면 신고하라고 하고 근데 지들은 신고는 못하지 ㅋ"
pOpYOLcOQxs,"조폭들아 저기 불법이란다
가서 싹다 뺏어버려 ㅋㅋㅋ"
pOpYOLcOQxs,찢재명 하는척하더만 ㅋㅋㅋㅋㅋ
pOpYOLcOQxs,ㅋㅋ 그때 그상인  졸라 웃겨 ㅋㅋㅋㅋ 병신같터
pOpYOLcOQxs,재명이형 감사합니다..
pOpYOLcOQxs,나도 나중에 투자해야겠노
pOpYOLcOQxs,"우리시는 계곡지킴이라고 마을 어르신들을 고용해서 계곡내 취사행위를 계도하고 청소를 하고 계세요. 밤에 몰래하는것 까지는 어쩔 수 없지만 적어도 낮동안에는 계곡이 아주 깨끗하게 유지되고 있습니다. 불법 시설물을 모두 철거하고 주차장, 화장실, 계곡내 편의시설을 완비하니 오히려 관광객이 늘고 계곡주변 식당들이 매출이 줄지 않았습니다. 계곡주변 식당에서 사서 계곡내에서 먹는것 까지는 허용하니 서로 생생의 길이거든요. 경기도 상황입니다. 불법시설 정리안하면 공무원 징계준다고 하고 실제로 징계주면 움직입니다."
pOpYOLcOQxs,"특사경 배치해서 관리합시다 좀!
사람이나 환경을 위해서!
파란집 옮긴다고 수억쓸 돈 있으면"
pOpYOLcOQxs,불벙사업장은 망해야지 암
pOpYOLcOQxs,이거 싫어요  찍은인간들은 백숙집하는 새끼들인건가 ㅋ
pOpYOLcOQxs,이런 곳 갔던 적이 많았는데 몰랐던 정보랑 몰랐던 사례 많이 알고갑니다. 유익한 채널이네요.
pOpYOLcOQxs,혹시 이런 곳에서 음식을 먹고 돈을 안내면 어떻게 되나요?? 어차피 불법으로 장사하는건데 음식 먹고 돈 안내도 상관 없지 않나요?? 신고해버린다고 협박하면 백숙도 먹고 물놀이도 즐기고 일석이조 아닌가요
pOpYOLcOQxs,"경기도는 범죄자가 범죄자를 잡나보네요
건달이야?"
pOpYOLcOQxs,이론상 불도저로 밀어버려도 영업방해가 아닌..
pOpYOLcOQxs,이재명이 없앤거아니었나
pOpYOLcOQxs,강원도 원주좀 어떻게 해봐요. 특히 금대리.
pOpYOLcOQxs,"이재명 경기지사 할때는,
계곡 평상 불법 상인 발도 못붙였는데."
pOpYOLcOQxs,"웃긴거 말해줄까? 계곡은 아니고 해안가인데 거기 해안가 주인한테도 상인들이 돈 내놔라고 하더라 ㅋㅋ

참고로 해안가 주인은 장사 허락한적 없음 ㅋㅋ"
pOpYOLcOQxs,공기 흡입 하려면 돈 내셔야해요
pOpYOLcOQxs,경기도는 철거라도 했죠. 계룡산은 가게지나지 않으면 계곡 못들어가요. 충청도는 노력조차도 안해요.
pOpYOLcOQxs,한국에서 국내여행하다가 저런인간들 만나고 내상입고 내가 죄인취급받고 욕먹고 오는순간 열받아서 국내여행 때려치고 한국돈 생길때마다 달러 엔화 바꿔서 인천공항근처로 이사까지 가서 해외여행으로 단기 장기 다녀왔습니다 특히 일본은 너무나 놀기좋아요 두번다신 한국 국내여행 안합니다
pOpYOLcOQxs,"궁금한게있는데  본인들이  계곡있는 땅 구입한것도 아니고   그 땅 주인도 아니면서     지가 뭔데     계곡 들어가려면 백숙 시켜야된다  ㅈㄹ함?

지들만 힘들어서 거기서 장사함?      나머지 힘든사람들은  거기서  장사안해도    잘만 사는데    니들이 힘든게 거기서 장사하는게 뭔상관임?"
pOpYOLcOQxs,"그러니 불법이라도 욕심 부리지 말고 좀 싸게만 팔았어도
맛있게 먹고 좋은 추억이였다 또 가고 싶다는 시민들이 다시 만들어 달라고 하지 않았을까 라는 생각이 든다
계곡에 잠깐 쉴려고 추차 할려니까 근처에 자기네 땅인 것 마냥 주차도 못하게 함 ㅋㅋㅋ;;"
pOpYOLcOQxs,"꼬우면 니들도 해
괜히 지랄이야 어차피 쉬쉬하는 분위기인데"
pOpYOLcOQxs,인생 얼마나 ㅈ망했으면 여름때 지들 사유지도 아닌 계곡에 빌붙어서 서민들 빨아먹고 사냐 ㅋㅋ 지들이 거머리여?? 정당하게 일해서 먹고살어라~
pOpYOLcOQxs,공무원 증원시켜야되는게 현실인데 더한현실은 공무원 더뽑아야된다고하면 국민들이 아무것도 모르면서 일어서는거죠ㅋㅋ 지들이 불편한거지뭐
pOpYOLcOQxs,불법질하는 저새끼들 다감옥보내야지 뭔벌금이야
pOpYOLcOQxs,탱크로 다 밀던지 시범적으로 몇명만 쏴죽이자 제발. 계곡이 어떻게 사유지고 불법점거로 돈을 버냐 진짜. 해변에 파라솔도 마찬가지고 진짜 대놓고 불법 방관 방조 독려하는 미친 개한민국 클라스.
pOpYOLcOQxs,대깨였네. 구독취소
pOpYOLcOQxs,한번 쫄닥 망해봐야 정신차리지...
pOpYOLcOQxs,"이재명 업적 나불 대기 전에 그래서 협상을 시장하고 해야지 왜 그런 도지사하고 하는데?
그렇게 자기 업적이라면 간담회도 그럼 자기가했어야지?"
pOpYOLcOQxs,똑똑하시네요
pOpYOLcOQxs,계곡 불법상인 철거 : 남양주 시장이 먼저 한걸 이재명이 자기가 처음 했다고 가로친거임
pOpYOLcOQxs,조폭끼고 하는곳도 허다해서 협박 폭행 다반사임
pOpYOLcOQxs,꼭 신고하세요 당하면 찌질이 호구입니다
pOpYOLcOQxs,경기지사 바뀌고나서는 슬금슬금 다시 생겨나고 있다고 하던데
pOpYOLcOQxs,방관하는 정부나 지자체도 반성해야함 그리고 역시 경기도네 곧 조만간 경기도로 이사가야겠어
pOpYOLcOQxs,좋아요!
pOpYOLcOQxs,저거 웃긴게 자진철거 한다면서 나가면서 한다는 짓이 계곡에 지들 장사 못하게 한다고  계곡물 속에다 맥주병 여러개 깨놓고 감 ㅋㅋ진짜 동정 1도 안듬 그냥 범죄자 ㅅㄲ들이 감옥에 안들어간게 안타까울뿐임
pOpYOLcOQxs,쪽팔린지도 모르고 저렇게 돈받아 먹을생각만 ㅋㅋ
pOpYOLcOQxs,일단 이재명 대표 대통령 만듭시다.
pOpYOLcOQxs,이재명에서 거름
pOpYOLcOQxs,개병신같은 계곡 씹쓰레기들 그냥 놀러갈때마다 개패주고와야댐 ㅋㅋㅋㅋ 죽빵 조패면 아갈통 싹다뭄
pOpYOLcOQxs,심지어 현금만...세금은 제대로 낼까?
pOpYOLcOQxs,"불법 구조물 설치, 계곡에서 일부인데...그래도 이건 좋은데, 계곡 더러워 진다고 야영도 취사도 못하는건 좀...

구데기 무서우면 다 불싸지르지"
pOpYOLcOQxs,평상 까는 거 벌금 한 100억은 때려서 죽을때까지 빚 갚는 삶을 살게 해줬으면 좋겟다
pOpYOLcOQxs,"방관한게 맞지
공무원들 저거 귀찮아하잖어"
pOpYOLcOQxs,사형시켜라 저런애들
pOpYOLcOQxs,얘뭔데 100만유큐버냐 ㅋㅋㅋ 어이없네
pOpYOLcOQxs,벌금말고 징역보내면됨
pOpYOLcOQxs,못고친데 아니라 방관하고 있었다란 말이 묵직하게 다가오네요. 인력이야 사실 공무원하겠다는 사람 수두룩하니 뽑기만 하면 되는데 자금이 없다는 게 가장 큰 문제겠죠. 그것도 횡령때문에 없을 거라 생각하면 ㅋㅋㅋㅋㅋㅋㅋ
pOpYOLcOQxs,거의 몇없는 찢재명이 잘한일ㅋㅋ
pOpYOLcOQxs,경기도에 계곡 업자들 없어져서 사람들이 쓰레기 버린다는 뉴스나오니까 그것도 이재명 탓이라는 사람들 있더라 ㅋㅋㅋ
pOpYOLcOQxs,윤석여열이 이거보고 이재명 지사의 직권남용으로 고소하겠습니다
pOpYOLcOQxs,몇년이 지나도 여름철만 되면 이 문제는 계속 기어나오는구먼... 짐승보다 못한 새끼들ㅋㅋ
pOpYOLcOQxs,불법건축물이니까 가서 다 부숴버려도 되나
pOpYOLcOQxs,"*""찢""*"
pOpYOLcOQxs,불법사업장도 이재명도 사라져야 할 악적인 존재들
pOpYOLcOQxs,"법을 지키지 않고 사회를 파괴하는 도적떼에게 국민에게 주어지는 권리를 주고 보호하는건 비논리적인 상황이죠
도적떼는 군/경을 투입해 단호히 파괴하고 국민을 보호해야죠"
pOpYOLcOQxs,"이거 이재명이 남양주시장이 계획한거 뺏어서 지가 한거라고 홍보했는데 ㅋㅋㅋㅋㅋ
이재명 계획대로 간담회 한번열었더니 최초로 시행한사람이 이재명이 되어버렸음"
pOpYOLcOQxs,호갱구조대 이거 완전 이재명 빠돌이네ㅋㅋ 아니란걸 증명하려면 이재명이 저지른 범죄도 낱낱이 다루길 바란다
pOpYOLcOQxs,시간이 지나서 줄어든게 맞을까? 일을 안하는 것일지도?
pOpYOLcOQxs,"호갱구조대는 대한민국을 구하는 채널이 될 겁니다.
이 정보가 20대 대선 전에 방송되었다면... 
꼴랑 0.7% 차이로 대한민국이 지금의 위기에 빠지지 않았을 거라는 기대를 하며... 
다음에는 늦지 않게 바른 정보를 전해주기 바랍니다."
pOpYOLcOQxs,남양주 시장님 이 불법을 막아주셔서 감사합니다 ^^
pOpYOLcOQxs,ㅈㄴ이해안가는게 그냥 경찰가서 벌금존나 먹이면 해결될걸 개쓰레기 경찰들이 귀찮다고 안가는거지 뭐
pOpYOLcOQxs,이게 맞는거지...
pOpYOLcOQxs,저런 벌레같은것들은 다뒤져야함
pOpYOLcOQxs,아니 왜 정치적 여론으로 댓글이 달리는 거임…? 그렇게들 다툼이 하고 싶으신가 참
pOpYOLcOQxs,봉이 김선달의 후예들일세..
pOpYOLcOQxs,이젠 그냥 대놓고 이재명 찬양하네
pOpYOLcOQxs,이재명 올려치는 영상이네 불법철거는 다른사람이 먼저했는데
pOpYOLcOQxs,캬
pOpYOLcOQxs,불법사업장 점주들 엽총으로 쏴죽여도 무죄...이러면 한달안에 없어진다
pOpYOLcOQxs,만약 저런 불법사업장을 보면 112에 신고하면 해결될까요?
pOpYOLcOQxs,저런놈들은 진짜 재산압수하고 깜빵보내야한다
pOpYOLcOQxs,이재명지사님 진짜 멋짐!
pOpYOLcOQxs,ㅉㅈㅁ ㅋㅋㅋ
pOpYOLcOQxs,"유튭에서 저 영상 본적있는데
진짜 욕이 절로나오는 영상임"
pOpYOLcOQxs,저런 장사하는애들 애새끼있으면 죄다죽여주고싶다
pOpYOLcOQxs,"ㅋㅋㅋㅋ불법 그만 저지르라고 하니깐
무지성들이 아니 그럼 저희는 뭐 먹고 살아요 ㅇㅈㄹ"
pOpYOLcOQxs,저러고도 돈내구 가서 노는 사람들이 있으니까 쟤네가 계속 유지되는것도 있음
pOpYOLcOQxs,보여진다는 이중피동 표현이니 보인다로 말하는게 맞는 표현이에요~
pOpYOLcOQxs,돈이 그렇게 벌리는데 뒷돈 찔러줬을 사람 하나 없었을까...?
pOpYOLcOQxs,돈 진짜 ㅈㄴ게 많이 벌리네ㄷㄷ
pOpYOLcOQxs,국회부터 시민의식이...
pOpYOLcOQxs,계곡이 다 상수원인데 계곡은 이제 좀 닫아야 하지 않나? 들어 가지 말고 구경만 하자.
pOpYOLcOQxs,해당 시장이 한걸 왜 이재명덕으로 돌리지?
pOpYOLcOQxs,이재명이 유일하게 잘한거 저런ㅅㅋ들 밀어버리는거 윤선열이 잘하는거
pOpYOLcOQxs,가평 계곡 평상 철거를 이재명이 한 줄 아는 개돼지들 왤케 많지? 그거 시장이 한거고 도지사는 가서 숟가락 얹은건데... 하긴 업적이 없으니 쇼라도 해서 긁어 모아야지. 성남시 모라토리움 선언할때부터 얘는 선동의 왕이란걸 알아챘음. 성남이 빚 못갚아서 파산할 수준이면 한국은 진작에 망했어야지. 팩트)성남시는 지자체 중 재정자립도가 손가락 안에 드는 부유한 동네이다.
pOpYOLcOQxs,호의가 계속되면 그게 권리인 줄 알아요
pOpYOLcOQxs,이재명떠나니 경기도도 다시 생긴다고 함
pOpYOLcOQxs,저런 사업주들은 벌금 수천만원 때리고 징역도 수년 보내서 강제노역으로 하천 깨끗하게 만드는 작업 시켜야됨. 아주 주옥되게 만들어줘야지 법을 지켜야겠구나라고 부ㄹ알을 탁 치며 깨닫지
pOpYOLcOQxs,저양반 얼까고 인터뷰했는데 ㅋ
pOpYOLcOQxs,누가 백숙을 십마넌짜리 처묵노  더라이도아니고 ㅋㅋ
pOpYOLcOQxs,국회에선 어찌해야 돈이생기나 돈 나올것만 고민하고 있어서 아마 10년 뒤에도 그대로 일걸요
pOpYOLcOQxs,"한국인이 워낙 분위기 잘 타는 민족이라서 그런가? 일상적인 일에서는 준법정신이 높은듯 보이다가도 
노는 분위기가 되면 그동안 참아왔던 것을 터트리기라도 하는듯 법이나 도덕같은 건 나몰라라 하는 행태를 많이 보입니다."
pOpYOLcOQxs,"재명이가    그거 하나는 잘 했네  인정 
 그나저나  지 불법한거는  왜 조사 안받나 ?  뭐   한두건이어야지 
 똥 묻은개가 재 묻은개  뭐라 한다더만      ㅋㅋㅋ"
pOpYOLcOQxs,"벌금을 진짜. 세게 책정하면 될텐데. 
솜방망이. 처벌.   징그럽다"
pOpYOLcOQxs,"난 알고있어 그래서 아줌마가 돈 내야 된다길래 ..
뭔소리야 혼잣말로 이런 식으로 무시하고 들어감 
그러더니 아저씨가 나오더니 나가래 그래서 민원실 전화하니까 나보고 어린놈이 발랑까져서는 의구 ..이ㅈㄹ하네?거기 사진 전부찍어서 철거하게 만들었다 님들도 ㅂㅅ처럼 돈내고 놀지마쇼"
pOpYOLcOQxs,시장상인회도 저렇게했으면좋겠네요
pOpYOLcOQxs,경기도는 재명이형이 조져놔서 올해에는 못본거같은데
pOpYOLcOQxs,"정말 좋은정보  많이 주시는것도 맞지만 듣고있다보면,  듀엣곡 처럼 마디마다  기가차게 치고 들어오게  편집하셔서 귀에 팍팍 박히면서  리듬  타게 되는게 중독됩니다ㅎㅎ
이분 음악인이신가  리듬감 탁월하시네"
pOpYOLcOQxs,아직도 이런데가있음
pOpYOLcOQxs,이런 계곡영업장들 싸그리 전멸시켰음 한다 ㅋ
pOpYOLcOQxs,"정치인들이 이렇게 우리 생활에 밀접하게 관련되있데도 투표는 일잘하는 사람보단 정치 잘하는 놈들 뽑더라~ 
나라를 팔아도 뽑아줘야하는 그 정당!!
다들 아시죠???"
pOpYOLcOQxs,"사람사는데 법대로 다된다면 범죄자가 왜있으며 분쟁이 왜 생길까

누구나 아는 사실이지만

더불어 살려고 넘기는거지"
pOpYOLcOQxs,다른지자체 로비의혹제기해서 다쳐발라버리자
pOpYOLcOQxs,여기서 왜
pOpYOLcOQxs,제2의  사망여우 동생이넹  굿굿굿이에요
pOpYOLcOQxs,놀고 집에 와서라도 지자체에 신고해주세요
pOpYOLcOQxs,ㅋㅋ 호갱구조대님 인물이시네요 세상의.모든 비리를.다 캐주시고 절대로 초심버리지 마세요 군자란 자신의.이익을.위해.의를.버리지.않은.사람이지요 이렇게.의를.사랑하시는 분은.반드시 예수께로 오게되어 있음 초심을.잃지.아않으면 정직한 자의.대로를.평탄케 하시는.조물주의.축복으로 큰.복을 받을.겁니다
pOpYOLcOQxs,한국에 호구들이 얼마나 많으면 저런걸로 돈이 벌리냐 진짜 정직하게 돈 버는게 병신 같다
pOpYOLcOQxs,리죄명이 허세를 부린 건가?
pOpYOLcOQxs,이재명이 대통령이 돼야됐었는데….
pOpYOLcOQxs,이재명 지 이익을 위해서는 불법적인거 다하면서 남이 불법으로 돈버는거보고 배아팠나보네 ㅋㅋㅋㅋ 그나마 배아파서 남들 불법짓 못하게 막는건 잘하네 ㅋㅋㅋㅋㅋ
pOpYOLcOQxs,나 저런데 갔다가 백숙 한 7명?이서 시켜먹고 먹튀한 사람 봤는데ㅋㅋㅋㅋㅋ
pOpYOLcOQxs,"캠핑족, 낚시꾼들도 싫음. 좋은 자리만 있으면 우후죽순 차지해버리고 가고 난 뒤 쓰레기 나뒹굴고;;"
pOpYOLcOQxs,"이재명이 아니라 남양주시장이 진행한 내용이고
이재명은 그걸 쑈하기만 한겁니다"
pOpYOLcOQxs,다 좋은데~ 찢자이밍을 ㅋㅋ 쟤도 범죄자잔아... 정치적인 유튭인거 인정??? 비추랑 신고 다 누릅니다..
pOpYOLcOQxs,전라인들99프로
pOpYOLcOQxs,딱 전라도마인드. 항상 피해의식이 기본탑재들임
pOpYOLcOQxs,무시하면 시비걸경우 평상이랑 다뿌셔도되나요?
pOpYOLcOQxs,이재명이 전국돌며 다 밀어벌여야되나
pOpYOLcOQxs,저것 좀 안봤으면..   물 더럽힌다
pOpYOLcOQxs,저 악덕가게들 여름에 바짝 몇억벌고 나머지 계절은 탱자탱자 놀기만한다던데 ㄹㅇ 근본없는 인간쓰레기들인듯
pOpYOLcOQxs,관악산 입구의 그 영업장들 생각나네. 불법인건 아는데 계곡 가려면 어쩔수 없어서 예약을 했는데도 확인이 안된다면서 명단에 없다고 함. 그러면서 구석의 안 좋은 자리로 안내함. 더러워서 그냥 나옴.
pOpYOLcOQxs,개돼지란말이 괜히나오는개아님 모든분야에 다있음  전쟁나야됨
pOpYOLcOQxs,와씨... 내가 하고 싶은말 다끌어모아서 하시네 핵사이다 달달하다
pOpYOLcOQxs,관피아들 때문이겠지요
pOpYOLcOQxs,내용이 너무 알차다. 다만 말하는 화법이 듣기 부담스러워 다 본 영상이 없다...
pOpYOLcOQxs,저거 이재명이 한건 아닌데...
pOpYOLcOQxs,부산 범어사 아래 저런것이 있는데 한국행정 얼마나 받아먹었을까 절과 불법도와주는 한국지자체
pOpYOLcOQxs,이재명이 다른건 몰라도 계곡 정리하는걸 추진하는거 보면 정말 대단한겁니다. 하지만 올바른 일에는 적도 많이 생긴다는 걸 알수있죠.
pOpYOLcOQxs,"이재명이 꼭 나쁜면만 있는건 아냐 
2-3개월만에 투자금 1억5천을 충당했다니..
그리고 죄의식은 진짜 없구나 그래서
저리 당당했구나.. 싸패들인가.. 머리가 없는건가
아 속이 시원한 영상이다"
pOpYOLcOQxs,찢재명 좋아하는건 아니지만 이건 진짜 계곡충들 날먹하는거 역겨워죽는줄
pOpYOLcOQxs,"견찰은 불구경
십세이클럽"
pOpYOLcOQxs,근데 걍 벌금 내고 운영하고있음ㅋㅋㅋㅋ  그럼 걍 세금이나 이용료잖아ㅋㅋㅋㅋ
pOpYOLcOQxs,이새끼들 다 쓸어버려야한다.. 개새끼들
pOpYOLcOQxs,이재명이 잘했지
pOpYOLcOQxs,갓재명
pOpYOLcOQxs,말한마디한마디마다 사기꾼 마인드가 느껴지네 ㅋㅋ
pOpYOLcOQxs,개버러지같은새기들 공무원 수는 충분히 차고 넘침 그냥 공무원들이 일을 안하는거 부들대고 ㅈㄹ하겟지만 개 ㄹㅇ임
pOpYOLcOQxs,진짜 그지들이 따로없네..
pOpYOLcOQxs,저거 철거한거 이재명말고 한명 더 있지 않음??저번 대선떄 얘기 나오던데
pOpYOLcOQxs,"1억8천을 2~3달에 메꾸네.
그리고 캠핑카로 계곡 쓰레기 조지는건 
캠핑카나 캐리반 소유주에게 일종의 쓰레기 처리반 인건비 목적으로 
일년에  보유세 1000만원씩 부과하면 자동으로 해결될듯."
pOpYOLcOQxs,"뭘 잘못했는지 기본조차 모르는 그냥 버러지 같은 시끼들
그리고 
산,계곡에 가서 꼭 그렇게 온갖 음식에 술 처먹고 난리를 쳐야 휴식이 되냐
그럴꺼면 씨부레 유흥점을 가지 왜 밖에 처 기어 나와서까지 그 지랄 염볌들이냐"
pOpYOLcOQxs,친척중에 주먹일 하는 사람있었는데 계곡 사업장 뒤봐주고 공무원한테 돈 몇푼 쥐어주고 모른채하고 가달라하고 흔하디 흔한 일이더라..진짜 어느 정치인이 잘했다 못했다 따질게 아니라 나라가 발전하려면 적어도 저런 80년대식 영업은 없어져야 하지 않을까..?
pOpYOLcOQxs,"오히려 제목을 니네들이 뭔데? 라고 하기엔
너무 과격하겠군요"
pOpYOLcOQxs,진짜 뻔뻔하기 그지 없네 모자란 ㅅㄲ들..... 불법 행위를 하고도 저렇게 당당하면 수준 나오네.......
pOpYOLcOQxs,"공무원 일 안 한다고 하는 분들이 계신데..

일 안 하는 건 윗대가리들이고
저런데 단속 나가는 게 주로 9급이나 계약직 공무원들인데 일선은 이미 하고 있는 업무도 바쁨

공무원이라 새로운 업무를 가중한다고 월급 더 주는 것도 아님 

국가 차원에서 저런 부분의 인력을 증원해야 할 문제지
공무원이 일을 안 하는 게 아님

이렇듯 자신이 보고 싶은 대로만 보면 사람이 우물 안의 개구리가 됨"
pOpYOLcOQxs,이건 이재명이 좋음
pOpYOLcOQxs,이재명이 답이다
pOpYOLcOQxs,뭔놈에 동남아도 아니고 유럽수준의 경제와 시민의식을 다따라갔고 더 높은나라가 아직도 담배뻑뻑펴가며 고스톱치고 계곡에 기름버리고 그러냐ㅋㅋㅋㅋ이러니 ㅅㅂ 개한민국소리듣지
pOpYOLcOQxs,완전 불법으로  밥 먹듯이 하는 이기적인 새끼들 같으니라고 공정한 법으로 다 처리해 버려 그러고 보면 이재명이 참 잘한 거 같애 그런 거는
pOpYOLcOQxs,"별내 계곡 싹다밀어서 저런거 없어요 ㅠㅠㅠ 
너무 좋습니당"
pOpYOLcOQxs,이제는 인간과 자연은 어울릴수 없다.
pOpYOLcOQxs,같은 곳 놀러온 시민분들과 담합해서 돈 안내고 들어가서 자리깔고 동시에 여러명이 신고하면 어떨까요?
pOpYOLcOQxs,"제일 궁금한게 툇촌가면
삼계탕도 팔고 그 주위
캠핑장도 병행하는데 그거 사유지임?
사유지도 아닌데 왜?
비용받고 캠핑하는건지?"
pOpYOLcOQxs,경기도보면 완전사라졌는데..결론은 공무원이 일을안한다는것
pOpYOLcOQxs,역시 이재명이내~~
pOpYOLcOQxs,이재명만 국민편에서 일했던거네
pOpYOLcOQxs,"하... 이재명 욕은 하지만 이런건또 잘한단 말이야... 
페미진영이 찬양만 안했어도 밀어주고 싶은데...
안타깝고 짜증이난다... 국힘은 뭐하냐 대체"
pOpYOLcOQxs,과징금이 껌 값 이라서
pOpYOLcOQxs,대가리 총 맞았나 지들이 뭔데ㅋ
pOpYOLcOQxs,썸네일 어그로끄는게 없어서 안심하고 봅니다…
pOpYOLcOQxs,담당 공무원과 쓰레기업주들만 탓할게 아니야 뻔이 호구짓인거 아는대 자발적 호구되주는 병신들은 문제가 없다고 생각하낰ㅋㅋㅋㅋㅋㅋ 애초에 불법인거 알고 사람들이 안가봐 절대 저따위로 장사못함 ㅋㅋ 분명 공무원들 뇌물로 구슬리기도 하겠지만 자발적으로 호구되서 돈써주는 호구들이 넘쳐나는대 나라도 저렇게 장사하겠다
pOpYOLcOQxs,저거는 단순이 불법영업에서 그치는게 아니라 불법영업을 하면서 나오는 온갖 잡다한 쓰레기나 폐오수들이 하천으로 아무런 여과없이 흘러보내진다는것도 있겠죠... 불법 시설이다 보니 하수처리시설이 안되어 있을테고 또 저런 법의식이나 죄의식이 없는 쓰레기들이 그런 시설물을 설치할 일도 없을테고요...
pOpYOLcOQxs,경기도는 이재명 지사시절 전국에서 혜택이 제일 좋았는데  잘해줘도 지들 돈 안되면 배반 하는 동네... 요번 선거에서 나온 결과
pOpYOLcOQxs,저때 이재명 ㅈㄴ 추대받았는데 지금보면 여론 왜 나락감
pOpYOLcOQxs,댓글보니까 정치병자들 이악물고 발악이네ㅋㅋ이재명이 최초든 최초가 아니든 이재명이 경기도지사로 재임하면서 경기도전역 계곡이 시민들의 휴식공간으로 바뀐건 분명한 사실인데 남양주시장이 최초고 아니고가 뭐가 중요한거냐? 남양주시가 최초라 해도 남양주시 외 계곡을 관리할수도 없는거고 매스컴을 통해 본격적으로 알려진게 이재명이 지사때 있었을때부턴데 잘한건 잘했다고 인정하기가 그리 싫나ㅋㅋㅋ여기서 대깨네 좌빨이네 댓글달고 있는  병자들 보면 이분이 그냥 안타까운따름이다
pOpYOLcOQxs,"에초에. 저기서 불법 장사하는거.
정리시키려면. 
걍 포상금 제도만 만들어버리면.
불법 계곡장사 없어짐.

안하는이유가. 거기지역 유지들한테
장사하는 쉐끼가 돈찔러줘서
단속 안하는거죠.
그불법돈이 달달하니 
끊임없이 생겨날수밖에없음.
계곡 닭백숙 먹고
 하씨.개빡쳐서 신고하는사람이 
1도없다? 그럴일이없지.
찔러도 지역유지가 거기 단속
무마시켜버리니 쭉장상하는거죠.

단속 못한다는 지자체? 
솔직히 말해서 인원이 
없어서가아니라
한패라서 안잡는거임

법으로도 보이면 
개인재산이아니라
불법 설치한 건축물인데
철거를 못한다?.
뒷돈 현금으로 받아
 쳐먹어서그런거임"
pOpYOLcOQxs,이재명 싫어해도 이건 어느정도 인정함
pOpYOLcOQxs,권리금은 누구한테 준거임?
pOpYOLcOQxs,개인사유지라고 붙어있는데는 불법이 아닌가요??
pOpYOLcOQxs,시민의식만 보면 우리나라는 선직국???도상국도 아님
pOpYOLcOQxs,"SNS에서 계곡불법사업장 광고하던데 ㅋ
가는 사람이 있으니. .  계속생겨나지 ㅋㅋㅋ"
pOpYOLcOQxs,이재명이 유일하게 잘한게 계곡정비사업이지
pOpYOLcOQxs,응 현실판 리니지
pOpYOLcOQxs,이재명이 일 참 잘했는데ㅠ
pOpYOLcOQxs,계곡에서 장사하는 새기들 다 죽여야지
pOpYOLcOQxs,불법 범죄자새끼들이 재잘재잘 떠들어 대기는ㅋㅋㅋ 계곡 물 불어서 다 뒤져버려야해
pOpYOLcOQxs,벌레새끼들이라고 봐도 무관.
pOpYOLcOQxs,양아치들
pOpYOLcOQxs,방관한 이유: 불법으로 영업하는 사람들이 해당 지차체 공무원들에게 뒷돈 찔러준게 분명하지.
pOpYOLcOQxs,와....진짜 팩트로만 빠르게 조져주시는 ....ㄹㅇ 최고다 진짜로
pOpYOLcOQxs,"그냥 안팔아주면 되는데 꼭 돈내고 팔아주니까 근절이 안되지 ㅋㅋㅋㅋ
그리고 이재명이 하기전에 남양주에서 먼저 한거아님?"
pOpYOLcOQxs,저런 곳이 아직 있다고?~_~
pOpYOLcOQxs,그래서 저는 줜나 싸우고 경찰부르고 그냥 계곡에서 놉니다 개같이 싸워야함 그래야 ㅈ같은새끼들이 먼저 온 손님들도 들고 일어날까 안막아요 개새끼들이
pOpYOLcOQxs,공무원들 일좀 합시다!!!!!
pOpYOLcOQxs,당시 이재명지사가 정리하지 않았나요? 다시 슬금슬금?
pOpYOLcOQxs,"행정대집행으로 밀어버리고 싶어도 깡패들처럼 시군구청 들어와서 깽판 진자 장난아님... 보호해주는 장치도 없고, 살해협박도 서슴치않음. 선출직 시장 군수들은 표 떨어지니까 나몰라라~ 밑에 공무원들만 죽어나가고.. 결국 저 장사꾼들도 딱 3개월 버티다가 가을부터는 평상 싹 치웠다가 담당자바뀌길 기다림. 징글징글"
pOpYOLcOQxs,진짜 이런 사람들은 생각이 없는것 같다.
pOpYOLcOQxs,지리산 피아골 뱀사골 진짜 싹다 엎어버리고싶더라
pOpYOLcOQxs,불도저로 쓸어버려야지
pOpYOLcOQxs,저 새끼들 애미애비 애새끼들 다 죽여버려야돼
pOpYOLcOQxs,무시하시고 그냥들어가도 된다니 그 조폭같은새끼들한테 뭔 꼴을 당하라고 책임감 없는소리하지마세요 평상깔아놓고 불법영업하는거 보이시면 백숙먹고 돈낼거 아니면 피하는게 상책입니다 조폭체대 공고연줄있어서 한 10명 불러와서 같이 패싸움 할거 아니면 피하세요
pOpYOLcOQxs,"아직있다고?
이건 이용자가 문제"
